prefer-classlist-toggle	unicorn
prefer-code-point	unicorn
prefer-comparison-matcher	jest
prefer-const	eslint
prefer-date-now	unicorn
prefer-default-export	import
prefer-default-parameters	unicorn
prefer-describe-function-title	vitest
prefer-destructuring	eslint
prefer-dom-node-append	unicorn
prefer-dom-node-dataset	unicorn
prefer-dom-node-remove	unicorn
prefer-dom-node-text-content	unicorn
prefer-each	jest
prefer-enum-initializers	typescript
prefer-equality-matcher	jest
prefer-es6-class	react
prefer-event-target	unicorn
prefer-expect-resolves	jest
prefer-expect-type-of	vitest
prefer-exponentiation-operator	eslint
prefer-find	typescript
prefer-for-of	typescript
prefer-function-type	typescript
prefer-global-this	unicorn
prefer-hooks-in-order	jest
prefer-hooks-on-top	jest
prefer-import-from-vue	vue
prefer-import-in-mock	vitest
prefer-includes	typescript
prefer-includes	unicorn
prefer-jest-mocked	jest
prefer-keyboard-event-key	unicorn
prefer-literal-enum-member	typescript
prefer-logical-operator-over-ternary	unicorn
prefer-lowercase-title	jest
prefer-math-min-max	unicorn
prefer-math-trunc	unicorn
prefer-mock-promise-shorthand	jest
prefer-mock-return-shorthand	jest
prefer-modern-dom-apis	unicorn
prefer-modern-math-apis	unicorn
prefer-module	unicorn
prefer-namespace-keyword	typescript
prefer-native-coercion-functions	unicorn
prefer-negative-index	unicorn
prefer-node-protocol	unicorn
prefer-nullish-coalescing	typescript
prefer-number-properties	unicorn
prefer-numeric-literals	eslint
prefer-object-from-entries	unicorn
prefer-object-has-own	eslint
prefer-object-spread	eslint
prefer-optional-catch-binding	unicorn
prefer-optional-chain	typescript
prefer-promise-reject-errors	eslint
prefer-promise-reject-errors	typescript
prefer-prototype-methods	unicorn
prefer-query-selector	unicorn
prefer-readonly	typescript
prefer-readonly-parameter-types	typescript
prefer-reduce-type-parameter	typescript
prefer-reflect-apply	unicorn
prefer-regexp-exec	typescript
prefer-regexp-test	unicorn
prefer-response-static-json	unicorn
prefer-rest-params	eslint
prefer-return-this-type	typescript
prefer-set-has	unicorn
prefer-set-size	unicorn
prefer-spread	eslint
prefer-spread	unicorn
prefer-spy-on	jest
prefer-strict-boolean-matchers	vitest
prefer-strict-equal	jest
prefer-string-raw	unicorn
prefer-string-replace-all	unicorn
prefer-string-slice	unicorn
prefer-string-starts-ends-with	typescript
prefer-string-starts-ends-with	unicorn
prefer-string-trim-start-end	unicorn
prefer-structured-clone	unicorn
prefer-tag-over-role	jsx_a11y
prefer-template	eslint
prefer-ternary	unicorn
prefer-to-be	jest
prefer-to-be-falsy	vitest
prefer-to-be-object	vitest
prefer-to-be-truthy	vitest
prefer-to-contain	jest
prefer-to-have-been-called	jest
prefer-to-have-been-called-times	jest
prefer-to-have-length	jest
prefer-todo	jest
prefer-top-level-await	unicorn
prefer-ts-expect-error	typescript
prefer-type-error	unicorn
preserve-caught-error	eslint
promise-function-async	typescript
radix	eslint
react-in-jsx-scope	react
related-getter-setter-pairs	typescript
relative-url-style	unicorn
require-array-join-separator	unicorn
require-array-sort-compare	typescript
require-await	eslint
require-await	typescript
require-default-export	vue
require-hook	jest
require-local-test-context-for-concurrent-snapshots	vitest
require-module-attributes	unicorn
require-module-specifiers	unicorn
require-number-to-fixed-digits-argument	unicorn
require-param	jsdoc
require-param-description	jsdoc
require-param-name	jsdoc
require-param-type	jsdoc
require-post-message-target-origin	unicorn
require-property	jsdoc
